Gene ID,Gene name,P-value (D5 vs Control),FDR step up (D5 vs Control),Ratio (D5 vs Control),Fold change (D5 vs Control),LSMean(D5) (D5 vs Control),LSMean(Control) (D5 vs Control)
Kiss1r,Kiss1r,7.68E-01,9.13E-01,1.15E+00,1.15E+00,1.49E+01,1.30E+01
Kit,Kit,2.00E-01,5.11E-01,1.73E+00,1.73E+00,3.26E+01,1.88E+01
Kitl,Kitl,9.67E-01,9.89E-01,9.89E-01,-1.01E+00,1.97E+03,1.99E+03
Kiz,Kiz,5.79E-03,7.07E-02,7.50E-01,-1.33E+00,5.99E+02,7.99E+02
Kl,Kl,3.12E-01,6.25E-01,5.53E-01,-1.81E+00,1.14E+01,2.07E+01
Klb,Klb,3.35E-01,6.47E-01,5.35E-01,-1.87E+00,1.80E+01,3.37E+01
Klc1,Klc1,5.08E-01,7.73E-01,9.36E-01,-1.07E+00,3.48E+03,3.72E+03
Klc2,Klc2,5.31E-01,7.88E-01,1.13E+00,1.13E+00,2.32E+02,2.06E+02
Klc3,Klc3,1.61E-01,?,3.41E-01,-2.93E+00,6.93E+00,2.03E+01
Klc4,Klc4,2.15E-01,5.28E-01,8.01E-01,-1.25E+00,1.96E+02,2.45E+02
Klf1,Klf1,3.01E-01,?,3.66E-01,-2.73E+00,3.54E+00,9.69E+00
Klf10,Klf10,4.23E-01,7.17E-01,1.09E+00,1.09E+00,1.04E+03,9.52E+02
Pqlc3,Pqlc3,6.26E-04,1.77E-02,1.78E+00,1.78E+00,8.75E+02,4.92E+02
Cpt1a,Cpt1a,2.69E-03,4.38E-02,1.78E+00,1.78E+00,1.81E+03,1.02E+03
Klf13,Klf13,3.70E-02,2.11E-01,1.36E+00,1.36E+00,2.06E+03,1.51E+03
Klf14,Klf14,2.72E-01,5.90E-01,4.66E-01,-2.15E+00,1.99E+01,4.26E+01
Klf15,Klf15,3.40E-01,6.52E-01,7.57E-01,-1.32E+00,1.86E+02,2.46E+02
Klf16,Klf16,9.28E-01,9.75E-01,1.02E+00,1.02E+00,3.49E+02,3.44E+02
Klf2,Klf2,7.55E-01,9.06E-01,9.32E-01,-1.07E+00,1.10E+04,1.18E+04
Klf3,Klf3,7.40E-01,9.00E-01,1.04E+00,1.04E+00,2.33E+03,2.24E+03
Klf4,Klf4,2.49E-01,5.66E-01,1.27E+00,1.27E+00,4.73E+04,3.72E+04
Klf5,Klf5,5.95E-01,8.26E-01,1.27E+00,1.27E+00,5.10E+02,4.01E+02
Klf6,Klf6,8.25E-01,9.38E-01,9.71E-01,-1.03E+00,1.39E+04,1.43E+04
Atp8b1,Atp8b1,3.06E-07,9.46E-05,1.78E+00,1.78E+00,3.00E+03,1.69E+03
Klf8,Klf8,3.94E-01,6.95E-01,1.67E+00,1.67E+00,1.74E+01,1.04E+01
Klf9,Klf9,2.04E-01,5.15E-01,1.17E+00,1.17E+00,6.72E+03,5.74E+03
Klhdc1,Klhdc1,2.39E-01,5.54E-01,7.25E-01,-1.38E+00,8.29E+01,1.14E+02
Klhdc10,Klhdc10,8.05E-01,9.28E-01,9.70E-01,-1.03E+00,5.80E+02,5.98E+02
Klhdc2,Klhdc2,7.75E-02,3.21E-01,8.55E-01,-1.17E+00,1.90E+03,2.22E+03
Klhdc3,Klhdc3,1.70E-02,1.36E-01,6.78E-01,-1.47E+00,2.37E+02,3.49E+02
Klhdc4,Klhdc4,4.98E-01,7.66E-01,1.09E+00,1.09E+00,3.60E+02,3.30E+02
Klhdc7a,Klhdc7a,1.52E-01,4.44E-01,4.52E-01,-2.21E+00,1.57E+01,3.47E+01
Klhdc7b,Klhdc7b,1.63E-01,?,9.69E+00,9.69E+00,1.73E+00,1.79E-01
Klhdc8a,Klhdc8a,3.44E-02,2.04E-01,2.60E-01,-3.84E+00,7.01E+00,2.69E+01
Klhdc8b,Klhdc8b,5.17E-01,7.79E-01,8.98E-01,-1.11E+00,1.23E+02,1.37E+02
Klhdc9,Klhdc9,4.27E-01,7.20E-01,1.66E+00,1.66E+00,2.29E+01,1.38E+01
Klhl1,Klhl1,2.45E-01,?,1.33E-01,-7.54E+00,4.98E-01,3.75E+00
Klhl10,Klhl10,3.05E-01,?,5.57E+00,5.57E+00,2.76E+00,4.96E-01
Klhl11,Klhl11,1.95E-01,5.03E-01,1.20E+00,1.20E+00,1.04E+03,8.68E+02
Klhl12,Klhl12,9.12E-01,9.69E-01,1.02E+00,1.02E+00,3.97E+02,3.91E+02
Chmp5,Chmp5,3.08E-04,1.11E-02,5.97E-01,-1.67E+00,1.17E+03,1.95E+03
Klhl14,Klhl14,6.11E-02,?,8.92E-02,-1.12E+01,7.44E-01,8.35E+00
Klhl15,Klhl15,1.18E-01,3.93E-01,1.38E+00,1.38E+00,4.46E+02,3.22E+02
Klhl18,Klhl18,7.84E-01,9.20E-01,1.03E+00,1.03E+00,5.17E+02,5.03E+02
Klhl2,Klhl2,4.37E-01,7.28E-01,8.64E-01,-1.16E+00,4.45E+02,5.15E+02
Klhl20,Klhl20,4.77E-01,7.53E-01,8.76E-01,-1.14E+00,3.28E+02,3.74E+02
Klhl21,Klhl21,5.40E-01,7.93E-01,1.15E+00,1.15E+00,6.42E+02,5.60E+02
Klhl22,Klhl22,3.33E-01,6.46E-01,8.22E-01,-1.22E+00,5.26E+02,6.40E+02
Klhl23,Klhl23,5.30E-01,7.87E-01,8.61E-01,-1.16E+00,9.01E+01,1.05E+02
Klhl24,Klhl24,3.38E-03,5.04E-02,7.11E-01,-1.41E+00,1.00E+03,1.41E+03
Klhl25,Klhl25,1.36E-02,1.19E-01,5.59E-01,-1.79E+00,9.91E+01,1.77E+02
Klhl26,Klhl26,6.78E-01,8.70E-01,9.19E-01,-1.09E+00,5.81E+02,6.32E+02
Klhl28,Klhl28,9.78E-01,9.93E-01,9.96E-01,-1.00E+00,2.54E+02,2.55E+02
Klhl29,Klhl29,6.83E-02,2.99E-01,1.31E+00,1.31E+00,6.11E+02,4.65E+02
Klhl3,Klhl3,5.36E-01,7.91E-01,7.70E-01,-1.30E+00,1.81E+01,2.35E+01
Klhl30,Klhl30,7.88E-01,9.21E-01,8.99E-01,-1.11E+00,3.40E+01,3.78E+01
Klhl31,Klhl31,8.78E-02,3.39E-01,6.26E-01,-1.60E+00,9.63E+01,1.54E+02
Klhl32,Klhl32,7.26E-01,?,1.29E+00,1.29E+00,1.17E+01,9.09E+00
Klhl33,Klhl33,1.10E-01,3.80E-01,6.66E-01,-1.50E+00,6.84E+01,1.03E+02
Klhl34,Klhl34,4.38E-01,?,2.12E+00,2.12E+00,5.27E+00,2.49E+00
Klhl35,Klhl35,3.46E-02,2.04E-01,2.44E+00,2.44E+00,4.12E+01,1.69E+01
Klhl36,Klhl36,3.83E-01,6.87E-01,8.62E-01,-1.16E+00,1.49E+02,1.73E+02
Klhl38,Klhl38,3.72E-01,6.77E-01,1.91E+00,1.91E+00,1.61E+01,8.43E+00
Klhl4,Klhl4,8.65E-01,9.52E-01,9.23E-01,-1.08E+00,3.24E+01,3.51E+01
Klhl40,Klhl40,1.30E-01,4.11E-01,1.64E+00,1.64E+00,5.50E+01,3.36E+01
Klhl41,Klhl41,6.42E-01,8.50E-01,9.04E-01,-1.11E+00,1.10E+02,1.22E+02
Klhl42,Klhl42,3.92E-01,6.94E-01,8.27E-01,-1.21E+00,3.32E+02,4.02E+02
Klhl5,Klhl5,7.72E-01,9.15E-01,9.59E-01,-1.04E+00,6.15E+02,6.41E+02
Klhl6,Klhl6,8.22E-01,9.37E-01,8.90E-01,-1.12E+00,1.82E+01,2.05E+01
Klhl7,Klhl7,1.47E-01,4.39E-01,8.11E-01,-1.23E+00,5.61E+02,6.92E+02
Klhl8,Klhl8,8.92E-02,3.41E-01,1.42E+00,1.42E+00,2.73E+02,1.93E+02
Klhl9,Klhl9,4.01E-01,6.99E-01,8.87E-01,-1.13E+00,1.28E+03,1.44E+03
Klk1,Klk1,7.92E-01,?,1.58E+00,1.58E+00,1.47E+00,9.34E-01
Klk10,Klk10,9.02E-01,?,8.33E-01,-1.20E+00,2.55E+00,3.06E+00
Klk14,Klk14,7.43E-01,?,4.74E-01,-2.11E+00,1.45E+00,3.07E+00
Klk2-ps,Klk2-ps,6.91E-01,?,5.05E-01,-1.98E+00,2.30E+00,4.55E+00
Klk7,Klk7,9.65E-01,?,1.12E+00,1.12E+00,2.85E+00,2.56E+00
Klk8,Klk8,8.66E-01,9.52E-01,9.03E-01,-1.11E+00,1.47E+01,1.62E+01
Klkb1,Klkb1,6.15E-01,8.37E-01,1.55E+00,1.55E+00,8.41E+00,5.44E+00
Klra2,Klra2,6.98E-01,?,5.61E-01,-1.78E+00,4.02E+00,7.17E+00
Klra9,Klra9,9.04E-01,?,8.48E-01,-1.18E+00,3.46E+00,4.08E+00
Klrb1b,Klrb1b,8.07E-01,?,8.02E-01,-1.25E+00,4.61E+00,5.75E+00
Klrb1c,Klrb1c,6.53E-01,?,1.58E+00,1.58E+00,8.92E+00,5.66E+00
Klrb1f,Klrb1f,8.04E-01,?,5.87E-01,-1.70E+00,2.94E-01,5.00E-01
Klrc1,Klrc1,6.62E-01,?,6.45E-01,-1.55E+00,4.34E+00,6.72E+00
Klrc2,Klrc2,8.77E-01,?,1.37E+00,1.37E+00,6.58E-01,4.80E-01
Klre1,Klre1,1.09E-01,?,9.57E-02,-1.04E+01,7.20E-01,7.53E+00
Klrg1,Klrg1,4.66E-01,?,4.05E+00,4.05E+00,2.02E+00,4.99E-01
Klrg2,Klrg2,2.76E-01,5.95E-01,1.37E+00,1.37E+00,9.20E+01,6.70E+01
Klri1,Klri1,3.48E-01,?,1.16E-01,-8.60E+00,1.78E-01,1.53E+00
Klri2,Klri2,1.94E-01,?,5.19E-02,-1.93E+01,1.78E-01,3.43E+00
Klrk1,Klrk1,3.19E-01,?,4.29E-01,-2.33E+00,6.67E+00,1.56E+01
Kmo,Kmo,3.74E-01,6.80E-01,5.74E-01,-1.74E+00,1.10E+01,1.92E+01
Crebzf,Crebzf,1.63E-04,7.70E-03,1.77E+00,1.77E+00,7.13E+02,4.02E+02
Kmt2b,Kmt2b,1.08E-01,3.75E-01,1.26E+00,1.26E+00,1.31E+03,1.04E+03
Zfhx3,Zfhx3,1.25E-06,2.74E-04,1.77E+00,1.77E+00,3.02E+03,1.71E+03
Malat1,Malat1,1.59E-06,3.20E-04,1.77E+00,1.77E+00,2.61E+05,1.48E+05
Kmt2e,Kmt2e,1.30E-02,1.16E-01,1.38E+00,1.38E+00,3.62E+03,2.61E+03
Kmt5a,Kmt5a,7.20E-01,8.90E-01,1.06E+00,1.06E+00,5.87E+02,5.55E+02
Kmt5b,Kmt5b,2.28E-01,5.42E-01,1.15E+00,1.15E+00,1.40E+03,1.22E+03
Kmt5c,Kmt5c,6.41E-01,8.49E-01,1.10E+00,1.10E+00,1.45E+02,1.32E+02
Kncn,Kncn,7.53E-01,9.05E-01,7.79E-01,-1.28E+00,7.33E+00,9.41E+00
Kndc1,Kndc1,7.40E-02,?,9.02E-02,-1.11E+01,4.89E-01,5.43E+00
Kng1,Kng1,6.36E-01,?,1.96E+00,1.96E+00,4.22E+00,2.15E+00
Kng2,Kng2,4.86E-01,7.59E-01,1.24E+00,1.24E+00,1.51E+02,1.21E+02
Knl1,Knl1,2.90E-01,6.08E-01,1.83E+00,1.83E+00,2.57E+01,1.40E+01
Knop1,Knop1,2.75E-01,5.94E-01,1.17E+00,1.17E+00,5.93E+02,5.06E+02
Knstrn,Knstrn,1.24E-01,4.03E-01,5.32E-01,-1.88E+00,3.57E+01,6.71E+01
Kntc1,Kntc1,7.94E-01,?,7.57E-01,-1.32E+00,6.21E+00,8.20E+00
Kpna1,Kpna1,6.55E-01,8.58E-01,1.05E+00,1.05E+00,2.24E+03,2.14E+03
Kpna2,Kpna2,4.94E-01,7.64E-01,8.17E-01,-1.22E+00,5.85E+01,7.16E+01
Gm26672,Gm26672,5.24E-04,1.58E-02,1.77E+00,1.77E+00,2.70E+02,1.53E+02
Kpna3,Kpna3,5.15E-01,7.78E-01,9.27E-01,-1.08E+00,8.13E+02,8.77E+02
Kpna4,Kpna4,1.60E-01,4.57E-01,1.23E+00,1.23E+00,2.71E+03,2.20E+03
Kpna6,Kpna6,6.16E-01,8.38E-01,1.08E+00,1.08E+00,5.76E+02,5.32E+02
Kpnb1,Kpnb1,7.69E-02,3.19E-01,1.20E+00,1.20E+00,4.56E+03,3.80E+03
Kprp,Kprp,2.17E-01,?,8.35E-02,-1.20E+01,5.00E-01,5.99E+00
Kptn,Kptn,9.77E-01,9.93E-01,9.93E-01,-1.01E+00,1.28E+02,1.29E+02
Kras,Kras,2.75E-01,5.94E-01,1.13E+00,1.13E+00,1.56E+03,1.39E+03
Krba1,Krba1,7.89E-01,9.21E-01,1.06E+00,1.06E+00,2.85E+02,2.70E+02
Krcc1,Krcc1,6.28E-01,8.43E-01,9.53E-01,-1.05E+00,1.01E+03,1.06E+03
Kremen1,Kremen1,9.27E-01,9.75E-01,9.90E-01,-1.01E+00,1.85E+03,1.87E+03
Kremen2,Kremen2,5.63E-01,?,2.24E+00,2.24E+00,2.26E+00,1.01E+00
Kri1,Kri1,3.23E-02,1.97E-01,1.31E+00,1.31E+00,4.74E+02,3.61E+02
Krit1,Krit1,9.71E-01,9.91E-01,9.95E-01,-1.01E+00,8.44E+02,8.49E+02
Krr1,Krr1,4.35E-01,7.26E-01,8.89E-01,-1.12E+00,6.34E+02,7.13E+02
Krt1,Krt1,1.19E-01,?,1.35E-01,-7.40E+00,2.06E+00,1.53E+01
Krt10,Krt10,3.87E-03,5.51E-02,3.54E-01,-2.82E+00,2.56E+01,7.23E+01
Mfap5,Mfap5,4.71E-04,1.48E-02,5.98E-01,-1.67E+00,3.77E+03,6.31E+03
Krt15,Krt15,2.22E-02,?,4.25E-02,-2.35E+01,1.13E+00,2.67E+01
Krt16,Krt16,6.81E-02,?,2.87E-02,-3.48E+01,1.78E-01,6.20E+00
Krt17,Krt17,7.93E-02,?,3.77E-02,-2.65E+01,1.78E-01,4.72E+00
Krt18,Krt18,9.02E-02,?,1.18E-01,-8.46E+00,2.90E+00,2.46E+01
Krt19,Krt19,5.60E-02,2.68E-01,3.98E-01,-2.51E+00,6.22E+01,1.56E+02
Krt2,Krt2,4.87E-01,?,2.15E-01,-4.65E+00,7.71E-01,3.58E+00
Krt20,Krt20,9.14E-03,9.34E-02,1.65E-01,-6.07E+00,5.76E+00,3.50E+01
Krt222,Krt222,6.11E-01,8.35E-01,7.36E-01,-1.36E+00,1.40E+01,1.91E+01
Krt23,Krt23,5.66E-01,?,5.84E-01,-1.71E+00,4.47E+00,7.65E+00
Krt25,Krt25,2.62E-02,1.74E-01,1.86E-03,-5.39E+02,1.78E-01,9.59E+01
Krt26,Krt26,2.49E-01,?,1.45E-01,-6.91E+00,7.33E-01,5.07E+00
Krt28,Krt28,2.42E-01,?,1.97E+01,1.97E+01,3.53E+00,1.79E-01
Krt33a,Krt33a,1.07E-01,?,3.19E-02,-3.14E+01,1.78E-01,5.58E+00
Krt33b,Krt33b,9.97E-01,?,9.91E-01,-1.01E+00,2.03E+00,2.05E+00
Krt36,Krt36,4.78E-03,6.33E-02,3.13E-01,-3.20E+00,2.17E+01,6.95E+01
Krt42,Krt42,2.56E-01,?,8.90E-02,-1.12E+01,5.01E-01,5.63E+00
Krt5,Krt5,2.70E-02,1.78E-01,1.92E-03,-5.21E+02,1.78E-01,9.28E+01
Krt7,Krt7,2.90E-01,6.08E-01,1.87E+00,1.87E+00,1.28E+01,6.81E+00
Krt73,Krt73,4.73E-01,?,4.64E+00,4.64E+00,2.23E+00,4.80E-01
Krt74,Krt74,1.07E-01,?,4.35E-02,-2.30E+01,1.78E-01,4.09E+00
Krt77,Krt77,4.15E-02,?,1.16E-01,-8.60E+00,2.49E+00,2.15E+01
Krt78,Krt78,5.73E-01,?,2.35E+00,2.35E+00,2.21E+00,9.37E-01
Krt79,Krt79,4.75E-01,?,4.11E-01,-2.43E+00,2.06E+00,5.01E+00
Krt8,Krt8,7.52E-01,?,5.38E-01,-1.86E+00,6.86E-01,1.28E+00
Krt80,Krt80,3.15E-01,6.28E-01,1.23E+00,1.23E+00,7.01E+02,5.71E+02
Krt83,Krt83,4.56E-01,?,2.40E-01,-4.17E+00,1.10E+00,4.61E+00
Krt84,Krt84,1.53E-02,?,3.59E-02,-2.79E+01,1.78E-01,4.96E+00
Krt87,Krt87,7.88E-01,?,6.90E-01,-1.45E+00,2.94E+00,4.26E+00
Krt8-ps,Krt8-ps,3.35E-01,?,6.89E-02,-1.45E+01,1.39E+00,2.02E+01
Krtap13-1,Krtap13-1,5.91E-01,?,3.27E+00,3.27E+00,1.64E+00,5.01E-01
Krtap14,Krtap14,2.62E-01,?,6.96E-02,-1.44E+01,1.78E-01,2.56E+00
Krtap16-1,Krtap16-1,9.06E-01,?,8.05E-01,-1.24E+00,2.47E+00,3.07E+00
Krtap19-3,Krtap19-3,2.22E-01,?,1.68E+01,1.68E+01,3.01E+00,1.79E-01
Krtap19-5,Krtap19-5,6.06E-01,?,4.52E+00,4.52E+00,2.28E+00,5.06E-01
Krtap20-2,Krtap20-2,8.47E-01,?,1.48E+00,1.48E+00,2.06E+00,1.39E+00
Krtap28-13,Krtap28-13,3.29E-01,?,1.74E+01,1.74E+01,3.12E+00,1.79E-01
Krtap31-2,Krtap31-2,8.37E-01,?,6.26E-01,-1.60E+00,1.77E+00,2.83E+00
Krtap5-2,Krtap5-2,3.77E-01,?,1.31E+01,1.31E+01,2.34E+00,1.79E-01
Krtap5-5,Krtap5-5,1.78E-01,?,4.40E-02,-2.27E+01,1.78E-01,4.05E+00
Krtap6-2,Krtap6-2,1.14E-01,?,1.51E+01,1.51E+01,2.71E+00,1.79E-01
Krtcap2,Krtcap2,8.30E-01,9.39E-01,9.68E-01,-1.03E+00,6.08E+02,6.28E+02
Krtcap3,Krtcap3,1.96E-01,5.05E-01,1.62E+00,1.62E+00,4.91E+01,3.03E+01
Dpt,Dpt,1.22E-04,6.44E-03,5.98E-01,-1.67E+00,1.38E+04,2.31E+04
Ksr1,Ksr1,8.95E-02,3.42E-01,1.26E+00,1.26E+00,1.82E+03,1.45E+03
Ksr2,Ksr2,2.68E-01,5.87E-01,1.92E+00,1.92E+00,8.22E+01,4.28E+01
Kti12,Kti12,3.62E-01,6.70E-01,1.20E+00,1.20E+00,1.83E+02,1.53E+02
Ktn1,Ktn1,9.75E-01,9.92E-01,1.00E+00,1.00E+00,2.88E+03,2.87E+03
Kxd1,Kxd1,2.91E-01,6.09E-01,8.45E-01,-1.18E+00,4.19E+02,4.95E+02
Ky,Ky,3.02E-01,6.18E-01,7.31E-01,-1.37E+00,2.66E+01,3.64E+01
Kyat1,Kyat1,4.15E-01,7.10E-01,1.24E+00,1.24E+00,6.63E+01,5.36E+01
Kyat3,Kyat3,1.48E-02,1.25E-01,5.78E-01,-1.73E+00,6.60E+01,1.14E+02
Kynu,Kynu,7.78E-01,?,6.58E-01,-1.52E+00,1.67E+00,2.55E+00
L1cam,L1cam,1.48E-01,4.40E-01,1.54E+00,1.54E+00,9.16E+01,5.95E+01
L1td1,L1td1,1.97E-02,?,1.26E-01,-7.93E+00,2.14E+00,1.70E+01
L2hgdh,L2hgdh,3.90E-01,6.93E-01,1.32E+00,1.32E+00,4.85E+01,3.69E+01
L3hypdh,L3hypdh,9.57E-02,3.54E-01,7.53E-01,-1.33E+00,1.53E+02,2.03E+02
L3mbtl1,L3mbtl1,8.56E-02,3.35E-01,2.71E+00,2.71E+00,1.43E+01,5.27E+00
L3mbtl2,L3mbtl2,8.52E-01,9.48E-01,9.56E-01,-1.05E+00,1.49E+02,1.56E+02
L3mbtl3,L3mbtl3,6.40E-01,8.48E-01,1.06E+00,1.06E+00,4.60E+02,4.33E+02
L3mbtl4,L3mbtl4,5.69E-01,?,5.84E-01,-1.71E+00,3.49E+00,5.98E+00
Lacc1,Lacc1,6.59E-02,2.93E-01,6.49E-01,-1.54E+00,1.26E+02,1.94E+02
Lactb,Lactb,1.94E-01,5.02E-01,1.37E+00,1.37E+00,1.06E+02,7.70E+01
Lactb2,Lactb2,2.84E-01,6.03E-01,8.57E-01,-1.17E+00,3.67E+02,4.29E+02
Lactbl1,Lactbl1,3.50E-01,?,1.37E-01,-7.31E+00,7.70E-01,5.63E+00
Lad1,Lad1,1.17E-01,?,2.35E-01,-4.25E+00,2.19E+00,9.32E+00
Lag3,Lag3,7.67E-01,9.12E-01,9.23E-01,-1.08E+00,8.01E+01,8.68E+01
Lage3,Lage3,6.41E-02,2.88E-01,6.06E-01,-1.65E+00,5.10E+01,8.42E+01
Lair1,Lair1,6.75E-02,2.97E-01,2.74E+00,2.74E+00,2.34E+01,8.57E+00
Lama1,Lama1,3.23E-01,?,4.33E-01,-2.31E+00,4.50E+00,1.04E+01
Lama2,Lama2,8.64E-01,9.52E-01,9.81E-01,-1.02E+00,2.75E+04,2.81E+04
Lama3,Lama3,7.24E-01,8.92E-01,9.34E-01,-1.07E+00,2.96E+02,3.17E+02
Lama4,Lama4,6.69E-01,8.65E-01,9.51E-01,-1.05E+00,1.30E+04,1.37E+04
Lama5,Lama5,1.38E-02,1.20E-01,1.94E+00,1.94E+00,4.26E+02,2.20E+02
Lamb1,Lamb1,8.48E-01,9.47E-01,1.02E+00,1.02E+00,1.68E+04,1.65E+04
Lamb2,Lamb2,5.41E-02,2.62E-01,8.01E-01,-1.25E+00,1.41E+04,1.76E+04
Lamb3,Lamb3,2.02E-02,1.50E-01,4.04E-01,-2.48E+00,1.85E+01,4.58E+01
Lamc1,Lamc1,8.61E-01,9.51E-01,1.02E+00,1.02E+00,3.80E+04,3.71E+04
Lamc2,Lamc2,2.60E-01,5.78E-01,8.43E-01,-1.19E+00,6.53E+02,7.75E+02
Lamc3,Lamc3,2.15E-01,5.28E-01,4.62E-01,-2.16E+00,2.91E+02,6.31E+02
Lamp1,Lamp1,5.52E-02,2.65E-01,8.43E-01,-1.19E+00,7.64E+03,9.07E+03
Lamp2,Lamp2,3.42E-02,2.04E-01,8.15E-01,-1.23E+00,8.57E+03,1.05E+04
Lamp3,Lamp3,4.15E-01,?,2.65E-01,-3.78E+00,1.16E+00,4.39E+00
Lamr1-ps1,Lamr1-ps1,3.51E-01,?,4.02E+00,4.02E+00,4.06E+00,1.01E+00
Lamtor1,Lamtor1,1.37E-02,1.19E-01,6.96E-01,-1.44E+00,3.12E+02,4.49E+02
Lamtor2,Lamtor2,2.68E-01,5.87E-01,8.30E-01,-1.21E+00,3.84E+02,4.63E+02
Lamtor3,Lamtor3,7.44E-01,9.01E-01,9.47E-01,-1.06E+00,3.58E+02,3.77E+02
Lamtor4,Lamtor4,8.16E-01,9.34E-01,9.64E-01,-1.04E+00,2.10E+02,2.18E+02
Lamtor5,Lamtor5,3.02E-01,6.18E-01,8.06E-01,-1.24E+00,1.61E+02,2.00E+02
Lancl1,Lancl1,4.59E-02,2.39E-01,7.53E-01,-1.33E+00,4.22E+02,5.61E+02
Lancl2,Lancl2,5.80E-01,8.18E-01,9.25E-01,-1.08E+00,2.68E+02,2.89E+02
Lancl3,Lancl3,6.21E-01,8.40E-01,1.32E+00,1.32E+00,1.61E+01,1.22E+01
Lao1,Lao1,4.79E-01,?,2.15E+00,2.15E+00,5.37E+00,2.49E+00
Lap3,Lap3,7.90E-01,9.22E-01,1.04E+00,1.04E+00,4.85E+02,4.66E+02
Gm10177,Gm10177,4.48E-04,1.43E-02,6.00E-01,-1.67E+00,5.69E+02,9.49E+02
Laptm4b,Laptm4b,7.47E-01,9.03E-01,1.05E+00,1.05E+00,2.93E+02,2.78E+02
Laptm5,Laptm5,2.25E-01,5.39E-01,1.33E+00,1.33E+00,1.53E+02,1.16E+02
Large1,Large1,1.19E-01,3.95E-01,1.19E+00,1.19E+00,5.98E+02,5.03E+02
Large2,Large2,3.47E-01,6.57E-01,1.88E+00,1.88E+00,2.19E+01,1.17E+01
Sema6a,Sema6a,1.00E-03,2.40E-02,1.76E+00,1.76E+00,1.11E+03,6.31E+02
Larp1b,Larp1b,3.65E-02,2.10E-01,1.69E+00,1.69E+00,4.35E+02,2.58E+02
Larp4,Larp4,4.49E-02,2.35E-01,1.34E+00,1.34E+00,2.03E+03,1.52E+03
Larp4b,Larp4b,1.98E-02,1.48E-01,1.33E+00,1.33E+00,1.16E+03,8.74E+02
Larp6,Larp6,8.23E-01,9.37E-01,9.61E-01,-1.04E+00,6.71E+02,6.98E+02
Larp7,Larp7,1.32E-01,4.15E-01,1.17E+00,1.17E+00,8.69E+02,7.40E+02
Lars,Lars,7.27E-01,8.94E-01,1.04E+00,1.04E+00,9.45E+02,9.11E+02
Hmgn2,Hmgn2,7.42E-04,1.96E-02,6.01E-01,-1.66E+00,2.88E+02,4.79E+02
Las1l,Las1l,1.18E-01,3.93E-01,1.19E+00,1.19E+00,8.30E+02,6.96E+02
Lasp1,Lasp1,4.74E-01,7.51E-01,9.03E-01,-1.11E+00,3.95E+03,4.37E+03
Lat,Lat,3.74E-03,?,4.63E+01,4.63E+01,8.28E+00,1.79E-01
Lat2,Lat2,1.51E-01,4.44E-01,1.88E+00,1.88E+00,2.68E+01,1.43E+01
Cdr2l,Cdr2l,2.08E-07,6.56E-05,1.76E+00,1.76E+00,1.63E+03,9.21E+02
Lats2,Lats2,5.52E-02,2.65E-01,1.26E+00,1.26E+00,3.03E+03,2.40E+03
Lax1,Lax1,9.71E-01,9.91E-01,9.86E-01,-1.01E+00,5.28E+01,5.35E+01
Layn,Layn,7.10E-01,8.85E-01,1.06E+00,1.06E+00,6.38E+02,6.04E+02
Lbh,Lbh,5.57E-01,8.04E-01,1.15E+00,1.15E+00,4.41E+02,3.83E+02
Lbhd1,Lbhd1,5.36E-01,7.91E-01,1.17E+00,1.17E+00,1.08E+02,9.28E+01
Lbp,Lbp,5.92E-01,8.26E-01,9.44E-01,-1.06E+00,4.43E+03,4.70E+03
Lbr,Lbr,3.67E-01,6.74E-01,1.12E+00,1.12E+00,8.28E+02,7.38E+02
Lbx1,Lbx1,8.26E-01,9.38E-01,9.27E-01,-1.08E+00,4.48E+01,4.83E+01
Lbx2,Lbx2,5.51E-01,?,2.19E+00,2.19E+00,3.32E+00,1.52E+00
Lca5,Lca5,1.16E-02,1.08E-01,6.13E-01,-1.63E+00,1.38E+02,2.26E+02
Lca5l,Lca5l,3.06E-01,6.20E-01,7.43E-01,-1.35E+00,5.01E+01,6.75E+01
Lcat,Lcat,9.01E-02,3.42E-01,1.85E+00,1.85E+00,4.53E+01,2.45E+01
Lck,Lck,6.60E-01,8.61E-01,1.31E+00,1.31E+00,9.52E+00,7.24E+00
Lclat1,Lclat1,3.08E-01,6.22E-01,1.21E+00,1.21E+00,3.42E+02,2.84E+02
Lcmt1,Lcmt1,8.57E-03,9.02E-02,6.83E-01,-1.47E+00,1.73E+02,2.53E+02
Lcmt2,Lcmt2,7.98E-03,8.68E-02,6.67E-01,-1.50E+00,2.04E+02,3.06E+02
Lcn10,Lcn10,4.57E-01,?,1.86E-01,-5.39E+00,7.71E-01,4.16E+00
Sh3rf3,Sh3rf3,3.44E-04,1.20E-02,1.76E+00,1.76E+00,3.71E+02,2.10E+02
Lcor,Lcor,1.03E-02,1.00E-01,1.42E+00,1.42E+00,9.89E+02,6.95E+02
Lcorl,Lcorl,6.72E-01,8.67E-01,9.41E-01,-1.06E+00,2.67E+02,2.84E+02
Lcp1,Lcp1,1.53E-01,4.48E-01,1.42E+00,1.42E+00,3.09E+02,2.18E+02
Lcp2,Lcp2,1.88E-01,4.96E-01,1.65E+00,1.65E+00,5.36E+01,3.24E+01
Lct,Lct,6.37E-01,8.47E-01,1.30E+00,1.30E+00,1.26E+01,9.69E+00
